formatted_address,input_string,latitude,longitude,postcode,name,Type 
"St Marys Anglican Church, 3512 Sunraysia Hwy, Lexton VIC 3352, Australia","St Marys Anglican Church VIC,Australia",-37.277755,143.516983,3352,St Marys Anglican Church,Christian
"120 Yarrowee St, Sebastopol VIC 3356, Australia","Rise Christian Church Rise Christian VIC,Australia",-37.593417,143.8438231,3356,Rise Christian Church Rise Christian,Christian
"Church of Christ, 86 High St, Ararat VIC 3377, Australia","Ararat Church of Christ VIC,Australia",-37.283312,142.935914,3377,Ararat Church of Christ,Christian
"91 River Rd, Horsham VIC 3400, Australia","Horsham Church of Christ VIC,Australia",-36.731903,142.2024403,3400,Horsham Church of Christ,Christian
"289 Baillie St, Horsham VIC 3400, Australia","Southern Mallee CooperativeParish Church VIC,Australia",-36.713536,142.196807,3400,Southern Mallee CooperativeParish Church,Christian
"162 Baillie St, Horsham VIC 3400, Australia","Anglican Parish of Horsham Church VIC,Australia",-36.711285,142.199714,3400,Anglican Parish of Horsham Church,Christian
"162 Baillie St, Horsham VIC 3400, Australia","The Anglican Parish of Horsham Church VIC,Australia",-36.711285,142.199714,3400,The Anglican Parish of Horsham Church,Christian
"17 Florence St, Horsham VIC 3402, Australia","Harvest Christian Church Church VIC,Australia",-36.7033048,142.1860458,3402,Harvest Christian Church Church,Christian
"207 Gap Rd, Sunbury VIC 3429, Australia","Sunbury Baptist Church VIC,Australia",-37.578582,144.702556,3429,Sunbury Baptist Church,Christian
"35 Aitken St, Gisborne VIC 3437, Australia","Faithworks Church VIC,Australia",-37.487085,144.591977,3437,Faithworks Church,Christian
"66 Aitken St, Gisborne VIC 3437, Australia","Gisborne Presbyterian Church VIC,Australia",-37.4902396,144.5900395,3437,Gisborne Presbyterian Church,Christian
"31 Saunders Rd, New Gisborne VIC 3438, Australia","Gisborne Church of Christ VIC,Australia",-37.4696114,144.5977399,3438,Gisborne Church of Christ,Christian
"247 Station Rd, New Gisborne VIC 3438, Australia","House Of The Rock Church VIC,Australia",-37.462099,144.5968475,3438,House Of The Rock Church,Christian
"43 Ebden St, Kyneton VIC 3444, Australia","Kyneton Baptist Church VIC,Australia",-37.2471486,144.4504284,3444,Kyneton Baptist Church,Christian
"66 Blakeley Rd, Castlemaine VIC 3450, Australia","Castlemaine Church of Christ VIC,Australia",-37.043649,144.227832,3450,Castlemaine Church of Christ,Christian
"53/55 Guava St, Red Cliffs VIC 3496, Australia","Red Cliffs Church of Christ Church VIC,Australia",-34.310145,142.191431,3496,Red Cliffs Church of Christ Church,Christian
"129 Tenth St, Mildura VIC 3500, Australia","Mildura Church of Christ VIC,Australia",-34.187408,142.1580139,3500,Mildura Church of Christ,Christian
"247 Eleventh St, Mildura VIC 3500, Australia","Anglican Parish of the Northern Mallee Church VIC,Australia",-34.190067,142.157509,3500,Anglican Parish of the Northern Mallee Church,Christian
"259 - 261 Eleventh St, Mildura VIC 3500, Australia","Heart Changing Church Church VIC,Australia",-34.1877724,142.1537089,3500,Heart Changing Church Church,Christian
"72 George St, Robinvale VIC 3549, Australia","Robinvale Church of Christ VIC,Australia",-34.5866723,142.7768954,3549,Robinvale Church of Christ,Christian
"757 McIvor Hwy, Junortoun VIC 3550, Australia","Bendigo Baptist Church VIC,Australia",-36.7680506,144.34503,3550,Bendigo Baptist Church,Christian
"35-41 Forest Street, Bendigo VIC 3550, Australia","Bendigo (St John's) Presbyterian Church VIC,Australia",-36.758828,144.274917,3550,Bendigo (St John's) Presbyterian Church,Christian
"42 Ophir St, Golden Square VIC 3555, Australia","Golden City Baptist (Ind.) Church VIC,Australia",-36.7646225,144.2591696,3555,Golden City Baptist (Ind.) Church,Christian
"Pakenham St & Sturt St, Echuca VIC 3564, Australia","Echuca Church of Christ VIC,Australia",-36.1281062,144.754076,3564,Echuca Church of Christ,Christian
"8/2 King St, Swan Hill VIC 3585, Australia","Swan Hill Church of Christ VIC,Australia",-35.3305334,143.5564618,3585,Swan Hill Church of Christ,Christian
"155 Verney Rd, Shepparton VIC 3630, Australia","Encounter Church VIC,Australia",-36.3540578,145.4167853,3630,Encounter Church,Christian
"9 Pine Rd, Shepparton VIC 3630, Australia","GV Christian Fellowship Church VIC,Australia",-36.3559012,145.403161,3630,GV Christian Fellowship Church,Christian
"155 Verney Rd, Shepparton VIC 3630, Australia","Shepparton AOG Church VIC,Australia",-36.3540578,145.4167853,3630,Shepparton AOG Church,Christian
"600 Wyndham St, Shepparton VIC 3630, Australia","Shepparton Baptist Church VIC,Australia",-36.3978712,145.3949308,3630,Shepparton Baptist Church,Christian
"Great Alpine Rd, Wangaratta VIC 3677, Australia","Wangaratta Wesleyan Methodist Church VIC,Australia",-36.3509115,146.3348884,3677,Wangaratta Wesleyan Methodist Church,Christian
"154 Melrose Dr, Wodonga VIC 3690, Australia","Wodonga District Baptist Church VIC,Australia",-36.1328495,146.8651467,3690,Wodonga District Baptist Church,Christian
"87 Hansen St, Corryong VIC 3707, Australia","Corryong Baptist Church VIC,Australia",-36.197095,147.902292,3707,Corryong Baptist Church,Christian
"35 Ferres Blvd, South Morang VIC 3752, Australia","Planetshakers Church North Campus Church VIC,Australia",-37.643673,145.068718,3752,Planetshakers Church North Campus Church,Christian
"7 Commercial Dr, Wallan VIC 3756, Australia","Wallan Gateway Church VIC,Australia",-37.4176184,145.00181,3756,Wallan Gateway Church,Christian
"28 Forest St., Whittlesea VIC 3757, Australia","New Horizons Church VIC,Australia",-37.511734,145.121374,3757,New Horizons Church,Christian
"28 Forest St., Whittlesea VIC 3757, Australia","New Horizons Church VIC,Australia",-37.511734,145.121374,3757,New Horizons Church,Christian
"1 Lilydale Rd, Healesville VIC 3777, Australia","Liberty Family Church VIC,Australia",-37.657605,145.509361,3777,Liberty Family Church,Christian
"1139 Buxton-Marysville Rd, Marysville VIC 3779, Australia","the.Church Church VIC,Australia",-37.508645,145.749749,3779,the.Church Church,Christian
"3039 Warburton Hwy, Millgrove VIC 3799, Australia","River Valley Church Church VIC,Australia",-37.755504,145.652106,3799,River Valley Church Church,Christian
"Monash University Clayton Campus, 38 Exhibition Walk, Clayton VIC 3800, Australia","The Good Shepherd Australian Orthodox Mission Church VIC,Australia",-37.911867,145.134207,3800,The Good Shepherd Australian Orthodox Mission Church,Christian
"58 Reema Blvd, Endeavour Hills VIC 3802, Australia","GraceWest Bible Church Church VIC,Australia",-37.9739534,145.2736352,3802,GraceWest Bible Church Church,Christian
"58 Reema Blvd, Endeavour Hills VIC 3802, Australia","Grace Community Bible Church Church VIC,Australia",-37.9739534,145.2736352,3802,Grace Community Bible Church Church,Christian
"2-8 Gleneagles Dr, Endeavour Hills VIC 3802, Australia","South Eastern Christian Centre Church VIC,Australia",-37.9667706,145.2635937,3802,South Eastern Christian Centre Church,Christian
"11 Eastlink Dr, Hallam VIC 3803, Australia","Life to the Nations Christian Fellowship Church VIC,Australia",-38.013003,145.256112,3803,Life to the Nations Christian Fellowship Church,Christian
"426 Princes Hwy, Narre Warren VIC 3805, Australia","Casey City Church Church VIC,Australia",-38.025455,145.3065564,3805,Casey City Church Church,Christian
"4/37B Fordholm Rd, Hampton Park VIC 3805, Australia","Casey Life Church VIC,Australia",-38.0348584,145.2646884,3805,Casey Life Church,Christian
"432-446 Centre Rd, Berwick VIC 3806, Australia","Berwick Church of Christ VIC,Australia",-38.048675,145.335825,3806,Berwick Church of Christ,Christian
"Timbarra Hall, Timbarra Way, Berwick VIC 3806, Australia","Anchor Baptist Church VIC,Australia",-38.02464,145.326084,3806,Anchor Baptist Church,Christian
"55 Peel St, Berwick VIC 3806, Australia","Berwick Anglican Church VIC,Australia",-38.0315392,145.3538078,3806,Berwick Anglican Church,Christian
"432-446 Centre Rd, Berwick VIC 3806, Australia","Berwick Vineyard Church VIC,Australia",-38.048675,145.335825,3806,Berwick Vineyard Church,Christian
"54-60 Intrepid St, Berwick VIC 3806, Australia","Winepress Church VIC,Australia",-38.0366292,145.3369305,3806,Winepress Church,Christian
"Beaconsfield Community Centre, Oneil Rd, Beaconsfield VIC 3807, Australia","Friends First Church Church VIC,Australia",-38.0523143,145.380088,3807,Friends First Church Church,Christian
"7 Desmond Ct, Beaconsfield VIC 3807, Australia","Beaconsfield Baptist Church VIC,Australia",-38.053413,145.375852,3807,Beaconsfield Baptist Church,Christian
"LOT 1 Army Rd, Pakenham VIC 3810, Australia","Cardinia Christian Centre Church VIC,Australia",-38.053111,145.499037,3810,Cardinia Christian Centre Church,Christian
"Cnr Church St & Winters Ave, Drouin VIC 3818, Australia","Drouin Presbyterian Church VIC,Australia",-38.1364741,145.8542086,3818,Drouin Presbyterian Church,Christian
"155 Bowen St, Warragul VIC 3820, Australia","Warragul Church Of Christ VIC,Australia",-38.145458,145.9292277,3820,Warragul Church Of Christ,Christian
"69 Sutton St, Warragul VIC 3820, Australia","Rope Factory Church Church VIC,Australia",-38.1506701,145.927126,3820,Rope Factory Church Church,Christian
"36 George St, Moe VIC 3825, Australia","Gippsland Christian Church Church VIC,Australia",-38.17589,146.262,3825,Gippsland Christian Church Church,Christian
"69 Princes Dr, Morwell VIC 3840, Australia","Eternity Church VIC,Australia",-38.23269,146.384809,3840,Eternity Church,Christian
"50 Church St, Morwell VIC 3840, Australia","Morwell Presbyterian Church VIC,Australia",-38.234675,146.400107,3840,Morwell Presbyterian Church,Christian
"80 Henry St, Traralgon VIC 3844, Australia","Now Church Church VIC,Australia",-38.1969946,146.5222647,3844,Now Church Church,Christian
"453 Raymond St, Sale VIC 3850, Australia","Anglican Diocese of Gippsland Church VIC,Australia",-38.103816,147.064965,3850,Anglican Diocese of Gippsland Church,Christian
"Princes Hwy & Cobains Rd, Sale VIC 3850, Australia","Sale Baptist Church VIC,Australia",-38.0854008,147.0692395,3850,Sale Baptist Church,Christian
"103 Bairnsdale-Dargo Rd, Bairnsdale VIC 3875, Australia","Bairnsdale church of Christ Church VIC,Australia",-37.8409686,147.576981,3875,Bairnsdale church of Christ Church,Christian
"90 Jones Rd, Eagle Point VIC 3878, Australia","Oikos Home Churches Church VIC,Australia",-37.9175282,147.6736683,3878,Oikos Home Churches Church,Christian
"141 Princes Hwy, Lakes Entrance VIC 3909, Australia","Lakes Entrance Baptist Church VIC,Australia",-37.8649222,148.0203816,3909,Lakes Entrance Baptist Church,Christian
"185 North Rd, Langwarrin VIC 3910, Australia","Langwarrin Pearcedale Anglican Church VIC,Australia",-38.164565,145.189363,3910,Langwarrin Pearcedale Anglican Church,Christian
"99 The Crescent, Tyabb VIC 3913, Australia","Western Port Christian Family Church VIC,Australia",-38.2611304,145.1914243,3913,Western Port Christian Family Church,Christian
"370 Craigie Rd, Mount Martha VIC 3934, Australia","New Peninsula Church VIC,Australia",-38.265132,145.068079,3934,New Peninsula Church,Christian
"4 Mine Rd, Korumburra VIC 3950, Australia","Southern Hills AOG Church VIC,Australia",-38.4344404,145.8249659,3950,Southern Hills AOG Church,Christian
"195 Hallam Rd, Lynbrook VIC 3975, Australia","United Pentecostal Church Church VIC,Australia",-38.0454493,145.2640349,3975,United Pentecostal Church Church,Christian
"49-51 Cameron St, Cranbourne East VIC 3977, Australia","Deeper Christian Life Ministry Church VIC,Australia",-38.1158543,145.2891115,3977,Deeper Christian Life Ministry Church,Christian
"129 Sladen St, Cranbourne VIC 3977, Australia","St Agathas Parish Church VIC,Australia",-38.1118925,145.2784449,3977,St Agathas Parish Church,Christian
"69 Wadhurst Dr, Boronia VIC 3155, Australia","Shree Swaminarayan Temple, Boronia VIC,Australia",-37.866798,145.2540021,3155,"Shree Swaminarayan Temple, Boronia VIC,Australia",Hindu
"60 Heaths Ct, Mill Park VIC 3082, Australia","BAPS Swami Narayan Temple, Mill park VIC,Australia",-37.6570856,145.0834525,3082,"BAPS Swami Narayan Temple, Mill park VIC,Australia",Hindu
"76 Albert St, Mordialloc VIC 3195, Australia","Aumsai Sanstan Temple VIC,Australia",-38.0081363,145.0883334,3195,"Aumsai Sanstan Temple VIC,Australia",Hindu
"3-5 Princes Domain Dr, Hallam VIC 3803, Australia","Vaishnav Sangh ?C Shreenathji Temple VIC,Australia",-38.004326,145.265185,3803,Vaishnav Sangh Shreenathji Temple,Hindu
"32 Halley Ave, Camberwell VIC 3124, Australia","Shree Shirdi Sai Mandir , Camberwell VIC,Australia",-37.8469399,145.0723683,3124,Shree Shirdi Sai Mandir ,Hindu
"52 Boundary Rd, Carrum Downs VIC 3201, Australia","Shri Shiva Vishnu Temple, Carrum Downs VIC,Australia",-38.0832725,145.1774165,3201,Shri Shiva Vishnu Temple,Hindu
"23 David St, Brunswick VIC 3056, Australia","Melbourne Buddhist Centre VIC,Australia",-37.7704587,144.9622555,3056,Melbourne Buddhist Centre ,Hindu
"25 McCarthy Rd, Monbulk VIC 3793, Australia","Kadampa Meditation Centre Melbourne VIC,Australia",-37.863707,145.396971,3793,Kadampa Meditation Centre ,Hindu
"Magpie Ln, East Warburton VIC 3799, Australia","Buddha Bodhivana Monastery VIC,Australia",-37.7299064,145.7634887,3799,Buddha Bodhivana Monastery ,Chinese
"536-540 Springvale Rd, Springvale VIC 3171, Australia","Bright Moon Buddhist Society VIC,Australia",-37.9740937,145.1472259,3171,Bright Moon Buddhist Society ,Chinese
"329-335 Greens Rd, Keysborough VIC 3173, Australia","Dhamma Sarana Temple VIC,Australia",-38.010066,145.1804988,3173,Dhamma Sarana Temple ,Chinese
"42 Rutland Rd, Box Hill VIC 3128, Australia","Fo Guang Shan Er You Temple VIC,Australia",-37.8203013,145.126442,3128,Fo Guang Shan Er You Temple,Chinese
"20 Joseph Rd, Footscray VIC 3011, Australia","Heavenly Queen?Temple VIC,Australia",-37.7987173,144.9141892,3011,Heavenly Queen Temple ,Chinese
